qidianBookId,numOfChapters,numOfCollectedChapters,completionPercentage,missingChapterIds,noCommentChapterIds
3691373,30,29,100.0,[],['788184497']
1321320,82,78,100.0,[],"['26664393', '26877992', '63027631', '385681856']"
2136013,30,29,100.0,[],['35316186']
1192037,100,96,100.0,[],"['23741416', '25546054', '38686512', '48031966']"
1911245,98,91,100.0,[],"['36311716', '31922175', '32130362', '32273460', '32396327', '32428071', '32430690']"
1003903188,30,29,100.0,[],['325644496']
3434836,115,108,99.08256880733946,['85964736'],"['81213865', '82410051', '82827441', '82873721', '82787248', '82884312']"
3692857,83,80,98.76543209876543,['96043669'],"['96082618', '96218886']"
3446747,44,43,97.72727272727273,['81923744'],[]
1003692682,114,108,94.73684210526315,"['343998860', '341658919', '341658932', '341658947', '341658981', '341659039', '341659059', '341660460', '341660505', '341660614', '341660644', '341660671', '341660711', '341660737', '341660806', '341660843', '341660876', '341660931', '341660985', '341661038', '341663999', '341664086', '341664152', '341664240', '341664278', '341664329', '341664357', '341664391', '341664433', '341974854', '341990949', '341990986', '342039430', '342039657', '342039840', '342114246', '342114355', '342156151', '342240180', '342278599', '342308031', '342348840', '342375105', '342407991', '342408061', '342468985', '342469037', '342555341', '342556298', '342624055', '342624099', '342689854', '342689860', '342757210', '342757288', '342824256', '342824263', '342886981', '342887080', '342887138', '342887182', '343018297', '343018407', '343091700', '343091716', '343172784', '343172813', '343243473', '343243578', '343315513', '343315526', '343373409', '343373422', '343373481', '343373523', '343432484', '343432590', '343489259', '343656784', '343656802', '343904591', '343904703', '344011257', '344011278', '344083980', '344084044', '344152936', '344152965', '344213156', '344213344', '344236803', '344276111', '344283059', '344276147', '344353673', '344353709', '344593972', '344594033', '344931233', '344931261', '345728269', '345728315', '345795998', '345796049', '345855414', '345855445', '345911099', '345911124', '345993872', '345995086', '346072324', '346072360', '346228740', '346228841']",[]
1003483393,132,119,90.15151515151516,"['307826633', '308253085', '308327959', '308476955', '309211992', '309456978', '309922723', '310324432', '310370083', '310677190', '311360285', '311467171', '311568208']",[]
1005406434,131,118,90.07633587786259,"['353206944', '353206988', '353786554', '354344613', '354433908', '355025987', '358105801', '358957519', '359140302', '359264636', '360707474', '364885205', '367262048']",[]
1005038448,136,119,87.5,"['350193761', '350241532', '350273414', '350327429', '350431267', '350805466', '350897257', '351161711', '351568743', '351735140', '353018840', '354746340', '354952367', '355278865', '355403351', '356446120', '357927884']",[]
1524659,109,95,87.1559633027523,"['27229236', '27266208', '27324050', '27638163', '27669393', '28130552', '28317938', '29693281', '29693308', '29693320', '30812512', '30931734', '32932677', '33647501']",[]
3456256,98,85,86.73469387755102,"['82190881', '82342640', '82414469', '82677959', '82749962', '82819573', '82968405', '83190199', '83261666', '83279506', '83334107', '83572169', '83798222']",[]
1003694333,125,108,86.4,"['315522919', '315824650', '315903231', '315946679', '315947082', '316332299', '316583755', '316957280', '318500426', '318558663', '318614041', '318614242', '318767634', '319044276', '319045155', '322761071', '324456016']",[]
2351015,88,76,86.36363636363636,"['81180529', '39441882', '39446500', '39474481', '39610373', '39628821', '39654584', '39767731', '39844662', '39914334', '39936400', '40052069']",[]
2750457,72,62,86.11111111111111,"['46354696', '46360582', '46420056', '46456485', '46484002', '46537009', '46548212', '46726572', '46749069', '46893637']",[]
2048120,93,80,86.02150537634408,"['33688042', '33713339', '33722931', '33774575', '33886209', '33905691', '33990469', '34066417', '34106477', '34215320', '34273603', '34290972', '34337128']",[]
2248950,100,85,85.0,"['37426106', '37550755', '37738786', '37769863', '37801013', '37820217', '37833414', '37904036', '38001548', '38068346', '38215912', '38255592', '38281533', '38291679', '38298942']",[]
1003374314,105,89,84.76190476190476,"['305792241', '306721394', '315444277', '315829983', '316098212', '306102882', '306212820', '306621186', '306999647', '307413840', '307580121', '308097173', '308492542', '308515794', '308797072', '308887424']",[]
3088498,131,111,84.7328244274809,"['88857678', '50908032', '50914541', '50955855', '50999598', '51197390', '51262571', '51443374', '51474881', '51492495', '51529996', '51727275', '51758864', '51772428', '51845944', '51924460', '51933797', '51969229', '51994022', '52046223']",[]
3362920,201,170,84.5771144278607,"['81269644', '81269709', '81269792', '81269870', '81269913', '81269960', '81269994', '73315161', '73315216', '82450910', '82450952', '82450965', '82450977', '82450993', '73315286', '82451039', '82451046', '82451054', '82451066', '372898570', '533086063', '73315190', '73315349', '76628918', '308066070', '308066073', '308066117', '77648786', '77790283', '78786516', '80062550']",[]
1003529357,114,96,84.21052631578947,"['310158936', '349709694', '376049607', '309219607', '309054148', '309054181', '310029970', '310307003', '310443651', '310491557', '310879323', '311667945', '311869174', '312766786', '315466681', '315934275', '317591357', '317671264']",[]
1006629321,124,104,83.87096774193549,"['359239150', '359336456', '359348162', '359452342', '359954085', '360972897', '362296340', '363011746', '366212152', '367268450', '368686074', '368888407', '369331427', '369414293', '370018353', '370599239', '370678171', '370685526', '371707640', '372312810']",[]
1004819231,134,112,83.5820895522388,"['341804666', '347343346', '352931334', '379358810', '387430124', '341410527', '341664332', '341737414', '342085032', '342487367', '342637608', '343182372', '344023065', '344527408', '346910502', '347230560', '347313061', '348644014', '348787572', '348878645', '349293413', '350019365']",[]
1004073922,131,109,83.20610687022901,"['325656330', '325901898', '325984508', '328339840', '328372747', '328542242', '328573307', '328600614', '328717456', '332366814', '332709188', '333734903', '336198112', '336826172', '338056481', '340317275', '340813154', '341208435', '341275641', '341491191', '341801053', '342154052']",[]
3569244,88,73,82.95454545454545,"['93008279', '306813567', '86456781', '86460931', '86525829', '86537672', '86642170', '86679411', '86753126', '87463037', '87497387', '87541393', '87691884', '87692181', '87804245']",[]
1004879785,108,89,82.4074074074074,"['350898539', '377402703', '342729080', '342888120', '343211360', '343490886', '345633372', '346036624', '346112272', '346276918', '346448306', '346543977', '346625120', '349029110', '349191752', '349262756', '349914344', '350079782', '350286367']",[]
1003489343,165,134,81.21212121212122,"['316451641', '317618665', '317883048', '318482893', '318672136', '318775826', '318991237', '324837882', '325592136', '325610134', '326966920', '327931556', '328619029', '333272079', '336461132', '343213883', '352961068', '358612504', '358614142', '308097715', '308278676', '308325357', '309555743', '309583227', '309694955', '310219677', '310402655', '310494402', '311119622', '311618816', '312772297']",[]
1003307568,110,89,80.9090909090909,"['310012057', '310042019', '310056369', '310105068', '310155106', '310197964', '310361622', '310574721', '310825457', '311180659', '311243661', '311623606', '311658065', '312219587', '312768871', '312790764', '312886788', '313889905', '314668068', '314705365', '315099322']",[]
1017141,98,79,80.61224489795919,"['20363143', '20373878', '20373879', '20645998', '20661450', '20805893', '22421632', '22727624', '23165021', '23192414', '24443404', '43446949', '63027678', '385681889', '20361055', '20367019', '20370258', '20373508', '20376543', '20379725', '20382215', '20385936', '20388379', '20390214', '20392180', '20394366', '20398123', '20400870', '20404277', '20406931', '20410668', '20413212', '20417568', '20419935', '20423957', '20426292', '20430901', '20433723', '20435864', '20437926', '20440515', '20444627', '20447472', '20451339', '20453938', '20458043', '20460313', '20464781', '20467399', '20472048', '20474072', '20478182', '20480160', '20482385', '20484688', '20486926', '20491007', '20493762', '20497645', '20500118', '20504516', '20507129', '20511913', '20514314', '20519378', '20521810', '20526966', '20529373', '20534573', '20537655', '20542755', '20545512', '20550567', '20553235', '20557488', '20561574', '20565129', '20569995', '20571917', '20577547', '20581008', '20584917', '20586311', '20591003', '20597835', '20597951', '20605063', '20607535', '20613516', '20614428', '20621032', '20622191', '20629166', '20629680', '20635949', '20637253', '20642986', '20644387']",[]
2992544,110,88,80.0,"['48939882', '50161945', '50562667', '48024154', '48403696', '48433104', '48527616', '48577994', '48591648', '48596490', '48698499', '48714759', '48720429', '48753643', '48779212', '48796678', '48824745', '48839158', '48864871', '48872381', '48887643', '48895039']",[]
1003667321,109,87,79.81651376146789,"['312866587', '313267485', '313267546', '314119521', '314303621', '314624650', '314674653', '314746992', '314859241', '315071854', '315444780', '315495155', '315807002', '315870001', '316117412', '316284469', '316600900', '317932174', '318320124', '318483652', '318822458', '323549436']",[]
2070910,106,84,79.24528301886792,"['37992765', '50333812', '50786416', '37300031', '37305831', '37438315', '37605674', '37773188', '37815997', '37822937', '38001162', '38018094', '38053377', '38076650', '38083793', '38101364', '38115409', '38120413', '38152844', '38172334', '38238698', '38271353']",[]
1039430,89,70,78.65168539325843,"['21724538', '27675565', '38312114', '38312128', '21373029', '21373040', '21424467', '21487079', '21495413', '21515659', '21537569', '21549137', '21571150', '21579826', '21583047', '21587795', '21604439', '21641277', '21707029']",[]
3106580,145,114,78.62068965517241,"['51501004', '51719753', '52840427', '53973486', '54014339', '77610296', '92840772', '51429904', '51445299', '51467810', '51474415', '51489548', '51496855', '51510378', '51537852', '51597186', '51640940', '51670378', '51685440', '51752850', '51935960', '52002604', '52046351', '52072206', '52085124', '52388053', '52585762', '52897746', '52990107', '53011856', '53154911']",[]
3045109,126,99,78.57142857142857,"['50619600', '50843137', '51722735', '49685941', '49706528', '49810209', '49859585', '49878520', '49965643', '49993841', '50031326', '50088093', '50117111', '50135291', '50171804', '50181649', '50267325', '50356313', '50414612', '50480649', '50547207', '50631787', '50660542', '50679553', '50689142', '50745162', '50825486']",[]
3594762,152,118,77.63157894736842,"['87524352', '87786615', '88797226', '88918448', '88948418', '89057086', '89071923', '89107203', '89139040', '89172795', '89238909', '89250799', '89359732', '89378384', '89401690', '89826619', '89842038', '89881791', '89909400', '89941186', '90012604', '90042977', '90085642', '90102160', '90219469', '90302704', '90313058', '90400187', '90490522', '90635772', '90635774', '90635776', '90635778', '90635779']",[]
3242304,107,83,77.57009345794393,"['93017351', '56310617', '56639484', '56681432', '56745696', '56905583', '56908561', '57041204', '57238891', '57381770', '57647638', '57761552', '58030620', '58218979', '58635775', '59023823', '60261688', '61255455', '62255363', '63560156', '64179630', '64745359', '65370120', '65427944']",[]
3471716,132,102,77.27272727272727,"['84248721', '350039937', '82873733', '83015466', '83036373', '83078902', '83162768', '83256183', '83292459', '83365643', '83446656', '83500522', '83571405', '83599863', '83742852', '83770255', '83910365', '84022459', '84090998', '84163964', '84192113', '84290775', '84320012', '84377876', '84421324', '84535794', '84606456', '84634761', '84678257', '84799915']",[]
3621897,108,82,75.92592592592592,"['88976857', '88990483', '89186908', '89221216', '89440252', '89579361', '89796640', '89867976', '89883448', '89938988', '89951852', '90221847', '90305596', '90434701', '90517529', '90540169', '90552019', '90570224', '90574610', '90596515', '90614288', '90639208', '90653546', '90676684', '90693834', '90694365']",[]
3017651,145,110,75.86206896551724,"['49544572', '49994320', '50256112', '50554879', '50749662', '51344423', '51598444', '51598461', '51758736', '53561357', '53786231', '53947236', '77885577', '82755173', '83973726', '48701374', '48772682', '49297775', '49297826', '49325587', '49355875', '49488415', '49503933', '49669507', '49716997', '49748681', '49775445', '49851071', '49947313', '49979402', '49994300', '50024950', '50049249', '50175037', '50238036']",[]
3434900,118,89,75.42372881355932,"['82649860', '83197396', '87281941', '92681307', '309320000', '379303714', '428458109', '81211579', '81233547', '81262058', '81389428', '81407009', '81782095', '81816478', '81831812', '81875087', '82018075', '82038940', '82056091', '82091534', '82126096', '82450506', '82464871', '82565301', '82766600', '82918561', '83041439', '83096589', '83124389']",[]
2673646,97,73,75.25773195876289,"['46432710', '46432723', '46432751', '47608481', '47656543', '47691925', '48396735', '361737841', '46277760', '46538282', '46583893', '46766436', '46785829', '46807350', '46829151', '46849022', '47001733', '47006086', '47210005', '47360878', '47380998', '47386418', '47463966', '47627389']",[]
2443169,87,64,73.5632183908046,"['43072688', '88112599', '40828960', '40968992', '40968995', '41058568', '41109857', '41109864', '41169023', '41214361', '41228452', '41255551', '41298748', '41382449', '41382458', '41397581', '41397622', '41411336', '41439553', '41439583', '41453034', '41466784', '47806065']",[]
3513193,155,114,73.54838709677419,"['84237235', '84263781', '84313002', '84353786', '84371281', '84400546', '84439731', '84456413', '84525964', '84581529', '84600563', '84628500', '84640351', '84668646', '84748003', '84776464', '84820595', '84865545', '84910454', '84926512', '84988070', '85034710', '85154125', '85477179', '85719320', '85798695', '86194028', '86352103', '86368453', '86513188', '86633135', '86670897', '86755117', '86770063', '86849484', '86909606', '87020759', '87450250', '87526174', '87637017', '87681905']",[]
1003306811,100,73,73.0,"['308979269', '301882757', '301963971', '302097980', '302860567', '305695853', '305887740', '306183749', '306275098', '306629809', '307016238', '307069369', '307123886', '307250622', '307421051', '307475202', '307525394', '307655773', '307655873', '307938146', '307994562', '308038991', '308329037', '308468099', '308836516', '308893242', '308978635']",[]
3123620,84,61,72.61904761904762,"['84062796', '305564061', '52111207', '52143254', '52333899', '52398196', '52811256', '52855988', '52926516', '52972865', '53017569', '53036111', '53086033', '53113620', '53467647', '53596381', '53632337', '53701357', '53718228', '53808007', '53830176', '54035053', '54131167']",[]
1562523,127,92,72.44094488188976,"['27688187', '28664100', '29301628', '29528889', '29540588', '34172050', '34172054', '34172056', '38312092', '27608696', '27619569', '27621064', '27633640', '27656454', '27680343', '27681484', '27684739', '27702899', '27712544', '27736965', '27755069', '27775092', '27804912', '27808026', '27810044', '27823674', '27828890', '27840826', '27845499', '27853955', '27887974', '27890615', '27907702', '27914009', '27925210']",[]
1975936,39,27,69.23076923076923,"['33182306', '33225357', '33338355', '33363126', '34738568', '34738669', '40368232', '41828753', '32799382', '32814228', '32828043', '32931402']",[]
1639199,104,69,66.34615384615384,"['30777179', '33022023', '33685185', '40315613', '42711950', '28520417', '28525150', '28530847', '28538548', '28557230', '28564720', '28604899', '28632686', '28639729', '28676903', '28696551', '28705226', '28718254', '28744518', '28749634', '28755370', '28764781', '28770121', '28776161', '28790565', '28813763', '28859602', '28874317', '28894299', '28908703', '28929808', '28994797', '29009093', '29034566', '29051946']",[]
1887208,97,63,64.94845360824742,"['38297305', '53285111', '31537158', '31548663', '31555029', '31562660', '31568605', '31599200', '31621839', '31636437', '31642490', '31649623', '31655377', '31680671', '31740377', '31786901', '31787743', '31793141', '31802665', '31815334', '31833325', '31862123', '31876917', '31921143', '31926778', '31950535', '31952161', '31952349', '31957738', '31967168', '31974291', '31981912', '31995860', '31997279']",[]
2643379,116,74,63.793103448275865,"['44596982', '45127472', '45777353', '46170049', '46805641', '47060264', '47707636', '47858473', '48556058', '48718963', '49726027', '50141008', '50499562', '50594737', '51098158', '52464922', '53171329', '56304695', '44290668', '44314053', '44331381', '44343450', '44371906', '44380666', '44430864', '44461575', '44484071', '44554814', '44574924', '44650045', '44700039', '44711770', '44721316', '44731903', '44833192', '44842257', '44921405', '44935822', '44973671', '44982799', '45071752', '45098554']",[]
1004607930,77,49,63.63636363636363,"['343344511', '336801615', '336802930', '336803002', '336805724', '336830680', '336831242', '336834394', '341510497', '341510581', '341827115', '341827233', '341827379', '341827785', '341827839', '341851050', '341851234', '341851613', '342556889', '342556933', '342742531', '343091617', '343091748', '343091769', '343241440', '343241491', '343279671', '343280121']",[]
2597043,87,54,62.06896551724138,"['46172059', '83460229', '83460749', '83461869', '83461872', '322853114', '43478534', '43498800', '43536806', '43565642', '43593114', '43625593', '43688076', '43700786', '43707717', '43720850', '43791221', '43807064', '43807067', '43828957', '43842300', '43886279', '43914080', '43921391', '43929401', '44000973', '44027705', '44047085', '44075397', '44088647', '44280584', '44429256', '44472814']",[]
2502372,104,61,58.65384615384615,"['42730733', '385681751', '42712100', '42721626', '42730508', '42734570', '42742725', '42758990', '42767038', '42783257', '42800449', '42808513', '42816498', '42832851', '42849405', '42856680', '42896920', '42905123', '42928550', '42960468', '42977493', '43002225', '43019210', '43047326', '43055286', '43071304', '43075285', '43120203', '43168206', '43184526', '43193652', '43209545', '43226088', '43280302', '43360598', '43370102', '43377629', '43428371', '43438410', '43446041', '43456475', '43467915', '45634753']",[]
1003354631,137,75,54.74452554744526,"['306873415', '307005095', '307067155', '307067259', '307067393', '307191910', '307206883', '307258962', '307657216', '308040892', '308287297', '308523648', '308523701', '308591352', '308708361', '308807095', '308941289', '309028427', '309227144', '309227906', '309227947', '309229070', '309230033', '309230209', '309230345', '309230594', '309230824', '309231298', '309929608', '309938070', '309938253', '309984678', '309984719', '310038636', '310038676', '310087243', '310087364', '310087431', '310087501', '310143725', '310181370', '310201358', '310181409', '310228266', '310228398', '310275037', '310275067', '310317989', '310318110', '310362364', '310362439', '310410577', '310410648', '310456291', '310456368', '310503639', '310503762', '310666357', '310667202', '310777838', '310778182', '310921910']",[]
1010191960,142,73,51.40845070422535,"['382639401', '382639471', '382639530', '382639699', '382639777', '382639843', '382639898', '382639956', '382640048', '382640116', '382640210', '383258178', '382640252', '382640311', '382640395', '382640486', '382640534', '383006305', '383212744', '383240263', '383356738', '383509878', '383577215', '383763161', '383846924', '383892115', '384209798', '384221943', '384695626', '384763997', '384817840', '384868347', '384887754', '384898799', '384939435', '385139129', '385204790', '385222261', '385279233', '385413863', '385475456', '385499342', '385676148', '385695348', '385760009', '385813508', '385849284', '385849834', '385949327', '385949787', '385950489', '386115509', '386298194', '386458363', '386465240', '386473473', '386473846', '386561439', '386580334', '386580590', '386664492', '386664966', '386742392', '386745061', '386809048', '386825052', '386826298', '386902009', '386904821']",[]
1004936518,71,36,50.70422535211267,"['344096395', '344107972', '344117789', '344199685', '344356977', '344593688', '344711607', '345008120', '345860852', '345886940', '345958744', '346002820', '346256729', '346314607', '346347960', '346380833', '346385950', '346443926', '346471464', '346564444', '346699127', '346790848', '346893686', '346981440', '347079733', '347157609', '347236851', '347309756', '348702333', '348769228', '348843191', '348970039', '349063857', '349598797', '349755886']",[]
1004608738,124,52,41.935483870967744,"['339991957', '340041926', '340906931', '341205080', '341233092', '341272462', '341306913', '341348833', '341378970', '341417634', '341445804', '341477852', '341517165', '341536875', '341578387', '341607047', '341637377', '341667381', '341707906', '341741024', '341774838', '341809681', '341845345', '341876703', '341906848', '341941744', '341978727', '342002154', '342032094', '342073413', '342147538', '342218455', '342257191', '342293913', '342329558', '342394451', '342427082', '342459212', '342497365', '342538791', '342579411', '342614443', '342649006', '342686445', '342711570', '342747294', '342817804', '342845887', '342876897', '342895382', '342936641', '343036938', '343082392', '343120604', '343303424', '343966569', '344006883', '344100048', '344202796', '344231748', '344301772', '344376928', '344580710', '345713744', '345845509', '345870544', '345901925', '345934876', '345970522', '346602597', '346645682', '346915655']",[]
1004179514,148,45,30.405405405405407,"['339781806', '340746301', '341262916', '341282524', '341288887', '341314774', '341405054', '341445451', '341467250', '341481758', '341547581', '341617244', '341762723', '341800220', '341813999', '341926598', '341966847', '341988365', '342051689', '342141191', '342270741', '342518818', '342550630', '342694578', '342839323', '342884201', '342884313', '342971919', '342993498', '342997224', '343093050', '343057917', '343150451', '343220732', '343242095', '343314134', '343328851', '343358271', '343388889', '343391852', '343430938', '343431102', '343655801', '343802206', '343883603', '343919794', '343984626', '344010160', '344029004', '344082194', '344082470', '344119139', '344119175', '344210026', '344210031', '344210057', '344271160', '344351935', '344352035', '344587814', '344640404', '344668059', '344914984', '345643405', '345643905', '345719963', '345720013', '345754967', '345755031', '345755188', '345840607', '345840660', '345850341', '345893081', '345893140', '345907760', '345952386', '345952425', '345952508', '346035310', '346035347', '346138961', '346139050', '346276094', '346276260', '346337844', '346337965', '346419953', '346420115', '346452604', '346452633', '346452660', '346548346', '346548380', '346630948', '346631002', '346693549', '346693583', '346800073', '346800307', '346899827', '346901575', '346901855']",[]
3690858,85,13,15.294117647058824,"['94940496', '94940498', '94940501', '94940503', '94940505', '94940507', '94940509', '94940511', '94940517', '94940519', '94940521', '94940522', '94940523', '94940524', '94940526', '94940527', '94940528', '94940529', '94940531', '94940533', '94940534', '94940535', '94940536', '94940538', '94940539', '94940540', '94940541', '94963688', '94963691', '94963693', '94982581', '94982582', '94982584', '94998864', '94998865', '94998866', '94998867', '95022153', '95022154', '95022155', '95022156', '95039387', '95039388', '95039389', '95039390', '95064758', '95064759', '95064760', '95064761', '95083300', '95083302', '95083304', '95083307', '95099244', '95099245', '95125516', '95125518', '95125521', '95125524', '95125529', '95125532', '95165384', '95165387', '95165391', '95165393', '95165395', '95165398', '95165403', '95165407', '95172743', '95172745', '95172747']",[]
3681560,107,7,6.5420560747663545,"['386174264', '92156843', '92275398', '92396795', '92401452', '92407324', '92430075', '92440190', '92461349', '92471622', '92475881', '92492210', '92500223', '92522590', '92532916', '92553615', '92564685', '92583734', '92593537', '92607255', '92607304', '92607379', '92607550', '92645037', '92655028', '92675826', '92685946', '92706926', '92716570', '92720286', '92736945', '92747272', '92767974', '92778153', '92798670', '92808354', '92820316', '92824527', '92842013', '92866410', '92876009', '92897703', '92906511', '92926579', '92934184', '92954516', '92963061', '92981123', '92989372', '93006496', '93015139', '93024555', '93036143', '93037939', '93053153', '93057946', '93075754', '93080844', '93098347', '93105228', '93121607', '93128884', '93145186', '93153087', '93169660', '93177561', '93189270', '93194740', '93203303', '93220899', '93229190', '93246503', '93255835', '93274567', '93283488', '93301879', '93304074', '93310834', '93330179', '93339040', '93359133', '93365920', '93377895', '93383756', '93392841', '93413803', '93422542', '93442367', '93451113', '93469186', '93469384', '93492614', '93498567', '93513986', '93520941', '93535630', '93542587', '93551164', '93556647', '93564879']",[]
1010327039,127,5,3.937007874015748,"['413043721', '413046082', '413046889', '414056259', '414115182', '414145253', '414262319', '414262459', '414608351', '414638975', '414797898', '414858894', '414883901', '415024650', '415194462', '415279173', '415307714', '415383820', '415408941', '415476253', '415504312', '415504752', '415574607', '415663057', '415666269', '415771109', '415771296', '415771449', '415928643', '415928819', '416043076', '416043325', '416116050', '416116251', '416204803', '416204882', '416295707', '416296482', '416412185', '416486846', '416512818', '416574679', '416620074', '416690926', '416692941', '416777099', '416777222', '416868023', '416885978', '416886205', '417012721', '417012793', '417122580', '417122813', '417236153', '417236281', '417318587', '417318821', '417428499', '417516699', '417540809', '417540978', '417640691', '417716071', '417737588', '417737897', '417858623', '417942762', '417989667', '418113046', '418185071', '418305952', '418332486', '418397318', '418419873', '418496765', '418587646', '418700240', '418732673', '418732947', '418862780', '418939292', '418987857', '419074516', '419160451', '419242513', '419242838', '419338230', '419346306', '419346402', '419494715', '419581202', '419622717', '419622955', '419808435', '419893409', '419930462', '419930564', '420042802', '420114484', '420143063', '420143191', '420233617', '420233983', '420329615', '420329763', '420465009', '420466743', '420574341', '420574863', '420680586', '420680666', '420831489', '420831910', '420959597', '420960367', '421077630', '421078072', '421217166', '421217463', '421314774', '421317646']",[]
1010327039,127,5,3.937007874015748,"['413043721', '413046082', '413046889', '414056259', '414115182', '414145253', '414262319', '414262459', '414608351', '414638975', '414797898', '414858894', '414883901', '415024650', '415194462', '415279173', '415307714', '415383820', '415408941', '415476253', '415504312', '415504752', '415574607', '415663057', '415666269', '415771109', '415771296', '415771449', '415928643', '415928819', '416043076', '416043325', '416116050', '416116251', '416204803', '416204882', '416295707', '416296482', '416412185', '416486846', '416512818', '416574679', '416620074', '416690926', '416692941', '416777099', '416777222', '416868023', '416885978', '416886205', '417012721', '417012793', '417122580', '417122813', '417236153', '417236281', '417318587', '417318821', '417428499', '417516699', '417540809', '417540978', '417640691', '417716071', '417737588', '417737897', '417858623', '417942762', '417989667', '418113046', '418185071', '418305952', '418332486', '418397318', '418419873', '418496765', '418587646', '418700240', '418732673', '418732947', '418862780', '418939292', '418987857', '419074516', '419160451', '419242513', '419242838', '419338230', '419346306', '419346402', '419494715', '419581202', '419622717', '419622955', '419808435', '419893409', '419930462', '419930564', '420042802', '420114484', '420143063', '420143191', '420233617', '420233983', '420329615', '420329763', '420465009', '420466743', '420574341', '420574863', '420680586', '420680666', '420831489', '420831910', '420959597', '420960367', '421077630', '421078072', '421217166', '421217463', '421314774', '421317646']",[]
